SKU,Catalogue Code,Product Name,Category,Brand,Sales Price,RRP,Product Features,Marketing Text,Category Marketing Text,Width,Depth,Height,Product Weight (kg),Material,Finish,Colour,Bespoke Fabric Product,Fabric Brand,Fabric Brand Range,Seat Width,Seat Depth,Seat Height,Back Type,Back Width,Back Height,Arms Included,Arm Type,Arms Removable,Arms Width,Arms Height,Recommended Usage (Hours),Maximum Weight Capacity (kg),Seat Colour,Back Colour,Frame Colour,Seat Material,Back Material,Frame Material,MOQ,Standard Delivery Time,Product Returnable,Self Assembly,Next Day Cost,7-10 Day Install Cost,Mechanical Components Guarantee,Fabric and Foam Guarantee,Country of Origin,Test Certificates,Commodity Code,ISPC Code,EAN Barcode,Last Updated
NSS03321,NAPBBEVESW1,Napa Broad Arm 85cm Wide Swivel Armchair Era Everlasting Fabric by Camira,Swivel Armchair,Napa,,1642, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Everlasting,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Everlasting,Everlasting,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03322,NAPBBEVESW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Era Everlasting Fabric by Camira With Socket,Swivel Armchair,Napa,,1975, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Everlasting,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Everlasting,Everlasting,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03337,NAPBBFORSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Era Forward Fabric by Camira With Socket,Swivel Armchair,Napa,,1975, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Forward,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Forward,Forward,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03338,NAPBBEBOSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Dolly Ebony Fabric by Warwick With Socket,Swivel Armchair,Napa,,2044, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Ebony,true,Warwick,Dolly,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Ebony,Ebony,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03339,NAPBBTAUSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Ultima Taupe Faux Leather by Cristina Marrone With Socket,Swivel Armchair,Napa,,2021, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Metal & Polyurethane,Faux Leather,Taupe,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Taupe,Taupe,Silver,Polyurethane,Polyurethane,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03343,NAPBBFORSW1,Napa Broad Arm 85cm Wide Swivel Armchair Era Forward Fabric by Camira,Swivel Armchair,Napa,,1642, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Forward,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Forward,Forward,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03353,NAPBBHISSW1,Napa Broad Arm 85cm Wide Swivel Armchair Era History Fabric by Camira,Swivel Armchair,Napa,,1642, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,History,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,History,History,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03354,NAPBBHISSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Era History Fabric by Camira With Socket,Swivel Armchair,Napa,,1975, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,History,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,History,History,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03361,NAPBBLAGSW1,Napa Broad Arm 85cm Wide Swivel Armchair Dolly Lagoon Fabric by Warwick,Swivel Armchair,Napa,,1711, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Lagoon,true,Warwick,Dolly,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Lagoon,Lagoon,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03362,NAPBBLAGSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Dolly Lagoon Fabric by Warwick With Socket,Swivel Armchair,Napa,,2044, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Lagoon,true,Warwick,Dolly,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Lagoon,Lagoon,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03369,NAPBBLINSW1,Napa Broad Arm 85cm Wide Swivel Armchair Dolly Wisp Fabric by Warwick,Swivel Armchair,Napa,,1711, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Wisp,true,Warwick,Dolly,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Wisp,Wisp,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03370,NAPBBLINSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Dolly Wisp Fabric by Warwick With Socket,Swivel Armchair,Napa,,2044, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Wisp,true,Warwick,Dolly,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Wisp,Wisp,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03377,NAPBBMARSW1,Napa Broad Arm 85cm Wide Swivel Armchair Dolly Marmalade Fabric by Warwick,Swivel Armchair,Napa,,1711, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Marmalade,true,Warwick,Dolly,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Marmalade,Marmalade,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03378,NAPBBMARSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Dolly Marmalade Fabric by Warwick With Socket,Swivel Armchair,Napa,,2044, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Marmalade,true,Warwick,Dolly,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Marmalade,Marmalade,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03385,NAPBBMOCSW1,Napa Broad Arm 85cm Wide Swivel Armchair Ultima Mocha Faux Leather by Cristina Marrone,Swivel Armchair,Napa,,1688, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Metal & Polyurethane,Faux Leather,Mocca,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Mocca,Mocca,Silver,Polyurethane,Polyurethane,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03386,NAPBBMOCSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Ultima Mocha Faux Leather by Cristina Marrone With Socket,Swivel Armchair,Napa,,2021, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Metal & Polyurethane,Faux Leather,Mocca,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Mocca,Mocca,Silver,Polyurethane,Polyurethane,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03393,NAPBBPERSW1,Napa Broad Arm 85cm Wide Swivel Armchair Era Perennial Fabric by Camira,Swivel Armchair,Napa,,1642, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Perennial,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Perennial,Perennial,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03394,NAPBBPERSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Era Perennial Fabric by Camira With Socket,Swivel Armchair,Napa,,1975, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Perennial,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Perennial,Perennial,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03401,NAPBBPRDSW1,Napa Broad Arm 85cm Wide Swivel Armchair Era Period Fabric by Camira,Swivel Armchair,Napa,,1642, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Period,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Period,Period,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03402,NAPBBPRDSW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Era Period Fabric by Camira With Socket,Swivel Armchair,Napa,,1975, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Period,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Period,Period,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03417,NAPBBPRESW1,Napa Broad Arm 85cm Wide Swivel Armchair Era Present Fabric by Camira,Swivel Armchair,Napa,,1642, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Present,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Present,Present,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03418,NAPBBPRESW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Era Present Fabric by Camira With Socket,Swivel Armchair,Napa,,1975, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Present,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Present,Present,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03425,NAPBBPRISW1,Napa Broad Arm 85cm Wide Swivel Armchair Era Prime Fabric by Camira,Swivel Armchair,Napa,,1642, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Prime,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Prime,Prime,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03426,NAPBBPRISW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Era Prime Fabric by Camira With Socket,Swivel Armchair,Napa,,1975, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Fabric & Hardwood & Metal,Fabric,Prime,true,Camira,Era,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Prime,Prime,Silver,Fabric,Fabric,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03433,NAPBBSTESW1,Napa Broad Arm 85cm Wide Swivel Armchair Ultima Steel Faux Leather by Cristina Marrone,Swivel Armchair,Napa,,1688, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Metal & Polyurethane,Faux Leather,Steel,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Steel,Steel,Silver,Polyurethane,Polyurethane,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03434,NAPBBSTESW1SCKT,Napa Broad Arm 85cm Wide Swivel Armchair Ultima Steel Faux Leather by Cristina Marrone With Socket,Swivel Armchair,Napa,,2021, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Metal & Polyurethane,Faux Leather,Steel,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Steel,Steel,Silver,Polyurethane,Polyurethane,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03441,NAPBBTAUSW1,Napa Broad Arm 85cm Wide Swivel Armchair Ultima Taupe Faux Leather by Cristina Marrone,Swivel Armchair,Napa,,1688, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Metal & Polyurethane,Faux Leather,Taupe,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Taupe,Taupe,Silver,Polyurethane,Polyurethane,Hardwood & Metal,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401800000,60261,5.05618E+12,03/06/2024
NSS03445,NAPBBSTECH1,Napa Broad Arm 85cm Wide Armchair Ultima Steel Faux Leather by Cristina Marrone Chrome Feet,Armchairs,Napa,,1380, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Polyurethane,Faux Leather,Steel,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Steel,Steel,Chrome,Polyurethane,Polyurethane,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS03446,NAPBBSTECH1SCKT,Napa Broad Arm 85cm Wide Armchair Ultima Steel Faux Leather by Cristina Marrone Chrome Feet With Socket,Armchairs,Napa,,1713, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Polyurethane,Faux Leather,Steel,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Steel,Steel,Chrome,Polyurethane,Polyurethane,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS03447,NAPBBSTEMB1,Napa Broad Arm 85cm Wide Armchair Ultima Steel Faux Leather by Cristina Marrone Matt Black Feet,Armchairs,Napa,,1380, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Polyurethane,Faux Leather,Steel,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Steel,Steel,Matte Black,Polyurethane,Polyurethane,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS03448,NAPBBSTEMB1SCKT,Napa Broad Arm 85cm Wide Armchair Ultima Steel Faux Leather by Cristina Marrone Matt Black Feet With Socket,Armchairs,Napa,,1713, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Noma seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Polyurethane,Faux Leather,Steel,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Steel,Steel,Matte Black,Polyurethane,Polyurethane,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
NSS03449,NAPBBSTEEB1,Napa Broad Arm 85cm Wide Armchair Ultima Steel Faux Leather by Cristina Marrone Ebony Wood Feet,Armchairs,Napa,,1380, Compact seat design  HD foam overlays to soften edges  Units have simple metal push-lock fasteners  Seams double stitched for strength and neatness  Hardwood frame from sustainable source  Multi layered Reflex memory foams,"British design at its best - the popular Napa seating solution is generously proportioned, delightfully comfortable and packed with quality manufacturing features","Sumptuous upholstery, hardwood frames, Reflex foams and distinctive designs bring user comfort to your office with our Active Office soft seating",750,800,790,30,Hardwood & Polyurethane,Faux Leather,Steel,true,Cristina Marrone,Ultima,550,550,430,High,750,790,true,Fixed,false,550,710,8,158,Steel,Steel,Ebony,Polyurethane,Polyurethane,Hardwood,1,42-56,No,No,,,5 Years,5 Years,Great Britain,,9401610000,60254,5.05618E+12,03/06/2024
